UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,WEAPON18,DRUG18,LIQUOR18,WEAPON19,DRUG19,LIQUOR19,WEAPON20,DRUG20,LIQUOR20,FILTER18,FILTER19,FILTER20
250744001,Dorsey School of Business-Roseville,Dorsey College - Roseville,31542 GRATIOT Avenue,ROSEVILLE,MI,48066,9,"Private for-profit, less-than 2-year",30,373,403,0,0,0,0,0,0,0,0,0,1,1,1
250902001,Moler-Pickens Beauty Academy,Main Campus,5951-S Boymel Dr,FAIRFIELD,OH,45014,6,"Private for-profit, 2-year",2,73,75,0,0,0,0,0,0,0,0,0,1,1,1
250993001,Red River Technology Center,Main Campus,3300 W Bois D'Arc,Duncan,OK,73533,7,"Public, less-than 2-year",278,236,514,0,0,0,0,0,0,0,0,0,1,1,1
251260001,Southern Union State Community College,Wadley Campus,750 ROBERTS ST,WADLEY,AL,36276,4,"Public, 2-year",1708,2242,3950,0,0,0,0,0,0,0,0,0,1,1,1
251260002,Southern Union State Community College,Opelika Campus,301 Lake Condy Road,Opelika,AL,36801,4,"Public, 2-year",1708,2242,3950,0,0,0,0,0,0,0,1,0,1,1,1
251260003,Southern Union State Community College,Valley Campus,321 Fob James Drive,Valley,AL,36854,4,"Public, 2-year",1708,2242,3950,0,0,0,0,0,0,0,0,0,1,1,1
251312001,South University-Columbia,South University - Columbia,9 Science Court,COLUMBIA,SC,29203,3,"Private for-profit, 4-year or above",137,595,732,0,0,0,0,0,0,0,0,0,1,1,1
260336001,Clinton Technical School,Main Campus,602 S. Fifth St.,CLINTON,MO,64735,7,"Public, less-than 2-year",1,16,17,0,0,0,0,0,0,0,0,0,1,1,1
260363001,Greene County Career and Technology Center,Main Campus,60 ZIMMERMAN DRIVE,WAYNESBURG,PA,153708281,7,"Public, less-than 2-year",1,11,12,0,0,0,0,0,0,0,0,0,1,1,1
260372001,Lac Courte Oreilles Ojibwe College,Main Campus,13466 W TREPANIA RD,HAYWARD,WI,548432181,1,"Public, 4-year or above",61,217,278,0,0,0,0,0,0,0,0,0,1,1,1
260664001,Diesel Driving Academy-Shreveport,Diesel Driving Academy-Shreveport,3523 Greenwood Road,Shreveport,LA,71109,9,"Private for-profit, less-than 2-year",199,50,249,0,0,0,0,0,0,0,0,0,1,1,1
260691001,Pima Medical Institute-Mesa,Mesa Campus,957 S DOBSON,Mesa,AZ,85202,6,"Private for-profit, 2-year",221,601,822,0,0,0,0,0,0,0,0,0,1,1,1
260789001,Platt College-Los Angeles,Platt College Los Angeles,"1000 South Fremont Ave., A9 West",Alhambra,CA,91803,3,"Private for-profit, 4-year or above",140,577,717,0,0,0,0,0,0,0,0,0,1,1,1
260813001,Platt College-Aurora,Main Campus,3100 S PARKER RD  SUITE 200,AURORA,CO,800143141,3,"Private for-profit, 4-year or above",29,198,227,0,0,0,0,0,0,0,0,0,1,1,1
260929001,Paul Mitchell the School-Boise,Paul Mitchell the School Boise,1270 S VINNELL WAY,BOISE,ID,83709,9,"Private for-profit, less-than 2-year",20,222,242,0,0,0,0,0,0,0,0,0,1,1,1
260965001,Educators of Beauty College of Cosmetology-Rockford,Rockford,6943 East State Street,ROCKFORD,IL,61108,9,"Private for-profit, less-than 2-year",1,60,61,0,0,0,0,0,0,0,0,0,1,1,1
260992001,Northwestern College,Bridgeview Campus,7725 South Harlem,Bridgeview,IL,60455,3,"Private for-profit, 4-year or above",30,432,462,0,0,0,0,0,0,0,0,0,1,1,1
261436001,Douglas J Aveda Institute,Douglas J Aveda Institute East Lansing,331 East Grand River Ave,East Lansing,MI,48823,6,"Private for-profit, 2-year",39,764,803,0,0,0,0,0,0,0,0,0,1,1,1
261436002,Douglas J Aveda Institute,Douglas J Aveda Institute Ann Arbor,333 Maynard St.,Ann Arbor,MI,48104,6,"Private for-profit, 2-year",39,764,803,0,0,0,0,0,0,0,0,0,1,1,1
261436004,Douglas J Aveda Institute,Douglas J Aveda Institute Grand Rapids,138 Commerce St. SW,Grand Rapids,MI,49503,6,"Private for-profit, 2-year",39,764,803,0,0,0,0,0,0,0,0,0,1,1,1
261436005,Douglas J Aveda Institute,Douglas J Aveda Institute Royal Oak,125 West Fourth Street,Royal Oak,MI,48067,6,"Private for-profit, 2-year",39,764,803,0,0,0,0,0,0,0,0,0,1,1,1
261436006,Douglas J Aveda Institute,Douglas J Aveda Institute Knoxville,516 South Gay Street,Knoxville,TN,37902,6,"Private for-profit, 2-year",39,764,803,0,0,0,0,0,0,0,0,0,1,1,1
261676001,Ross Medical Education Center-Brighton,Ross Medical Education Center,8110 Murphy Drive,BRIGHTON,MI,48116,9,"Private for-profit, less-than 2-year",6,49,55,0,0,0,0,0,0,0,0,0,1,1,1
261685001,Ross Medical Education Center-Ann Arbor,Ross Medical Education Center,4741 WASHTENAW,ANN ARBOR,MI,481081411,9,"Private for-profit, less-than 2-year",2,57,59,0,0,0,0,0,0,0,0,0,1,1,1
261719001,Taylortown School of Beauty Inc,Taylortown School of Beauty - Main Campus,23125 ECORSE RD,TAYLOR,MI,481801866,9,"Private for-profit, less-than 2-year",4,159,163,0,0,0,0,0,0,0,0,0,1,1,1
261773001,Pike-Lincoln Technical Center,Main Campus,342 VO-TECH RD,EOLIA,MO,63344,7,"Public, less-than 2-year",8,31,39,0,0,0,0,0,0,0,0,0,1,1,1
261861001,West Virginia Junior College-United Career Institute,United Career Institutite - Mt. Braddock Location,Mount Braddock Road/PO Box 278,MOUNT BRADDOCK,PA,15465,6,"Private for-profit, 2-year",2,71,73,0,0,0,0,0,0,0,0,0,1,1,1
262022001,Bethel Seminary-San Diego,Bethel Seminary San Diego,6116 AROSA ST,SAN DIEGO,CA,921153902,2,"Private nonprofit, 4-year or above",5,26,31,0,0,0,0,0,0,0,0,0,1,1,1
262031001,St Charles Community College,St. Charles Community College - Main Campus,4601 Mid Rivers Mall Drive,Cottleville,MO,633762865,4,"Public, 2-year",2292,3722,6014,0,4,0,0,0,0,0,1,0,1,1,1
262031002,St Charles Community College,St. Charles Community College - Dardenne Creek Campus,#1 Academy Place,Dardenne Prairie,MO,63368,4,"Public, 2-year",2292,3722,6014,0,0,0,0,0,0,0,0,0,1,1,1
262086001,Brandman University,Main Campus & Administration - Irvine,16355 Laguna Canyon Road,Irvine,CA,92618,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086002,Brandman University,Brandman University  - Antelope Valley Campus,"39115 Trade Center Drive, Suite 203",Palmdale,CA,93551,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086003,Brandman University,Brandman University - Bangor Campus,1042 Tautog Circle,Silverdale,WA,98315,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086004,Brandman University,Brandman University - Fairfield Campus,2450 Martin Road,Fairfield,CA,94534,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086007,Brandman University,Brandman University - Lacey Campus,"1445 Galaxy Drive, NE, Suite 201",Lacey,WA,98516,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086008,Brandman University,Brandman University - Lemoore Campus,"Building 824, Room 101, Hancock Circle",NAS Lemoore,CA,93246,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086009,Brandman University,Brandman University - Ft. Lewis Campus,"6242 Colorado Avenue, Room B-148",Fort Lewis,WA,98433,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086010,Brandman University,Brandman University - McChord Field,"851 Lincoln Blvd, Suite 323",Joint Base Lewis-McChord,WA,98438,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086011,Brandman University,Brandman University - Modesto Campus,5222 Pirrone Court,Salida,CA,95368,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086012,Brandman University,Brandman University - Monterey Campus,"99 Pacific Street, Suite 375 B",Monterey,CA,93940,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086013,Brandman University,Brandman University - Riverside Campus,"3550 Vine Street, Suite 200",Riverside,CA,92507,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086014,Brandman University,Brandman University - Ontario Campus,"3990 E. Concourse, Suite 100",Ontario,CA,92764,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086015,Brandman University,Brandman University - Palm Desert Campus,"75-105 Merle Drive, Suite 800, Bldg B",Palm Desert,CA,92211,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086016,Brandman University,Brandman University - Roseville Campus,"400 Sunrise Avenue, Suite 200",Roseville,CA,95661,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086017,Brandman University,Brandman University - San Diego Campus,7460 Mission Valley Rd,San Diego,CA,92108,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086018,Brandman University,Brandman University - Santa Clarita Campus,"26455 Rockwell Canyon Rd, Room UCEN 204c",Santa Clarita,CA,91355,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,1,0,0,0,0,0,0,1,1,1
262086019,Brandman University,Brandman University - Santa Maria Campus,"1300 East Cypress St, Building A1",Santa Maria,CA,93454,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086020,Brandman University,Brandman University - Menifee,28237 La Piedra Road Building 2008,Menifee,CA,92584,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086021,Brandman University,Brandman University - Travis Campus,"530 Hickam Ave, Building 249, Suite 10",Travis AFB,CA,94535,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086022,Brandman University,Brandman University - Victorville Campus,"13911 Park Ave, Suite 100",Victorville,CA,92392,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086023,Brandman University,Brandman University - Visalia Campus,337 North Plaza Drive,Visalia,CA,93291,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086024,Brandman University,Brandman University - Walnut Creek,"2950 Buskirk Ave, Suite 315",Walnut Creek,CA,94597,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086025,Brandman University,Brandman University - Whidbey Island Campus,"1045 W. Midway St, Room 116, Bldg 2739",Oak Harbor,WA,98278,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262086026,Brandman University,Brandman University - Yuba City Campus,3301 East Onstott Road,Yuba City,CA,95991,2,"Private nonprofit, 4-year or above",3417,7569,10986,0,0,0,0,0,0,0,0,0,1,1,1
262129001,New College of Florida,New College of Florida,5800 Bay Shore Road,SARASOTA,FL,34243,1,"Public, 4-year or above",238,437,675,0,7,0,0,2,0,0,0,0,1,1,1
262341001,Conservatory of Recording Arts and Sciences,Main Campus,2300 E BROADWAY RD,TEMPE,AZ,852821707,9,"Private for-profit, less-than 2-year",558,71,629,0,0,0,0,0,0,0,0,0,1,1,1
262341002,Conservatory of Recording Arts and Sciences,Conservatory of Recording Arts and Sciences-Gilbert,1205 N. Fiesta Blvd,Gilbert,AZ,85233,9,"Private for-profit, less-than 2-year",558,71,629,0,0,0,0,0,0,0,0,0,1,1,1
262369001,Adrian's College of Beauty Turlock,Adrians Beauty College of Turlock,1340 W Main St,Turlock,CA,95380,9,"Private for-profit, less-than 2-year",1,84,85,0,0,0,0,0,0,0,0,0,1,1,1
262457002,San Joaquin Valley College-Fresno,Fresno Campus,295 E SIERRA AVE,FRESNO,CA,937103616,6,"Private for-profit, 2-year",75,436,511,,,,0,0,0,0,0,0,0,1,1
262466001,Dr. Ida Rolf Institute,Dr. Ida Rolf Institute,"5055 Chaparral Court, Suite 103",Boulder,CO,803010000,8,"Private nonprofit, less-than 2-year",6,10,16,0,0,0,0,0,0,0,0,0,1,1,1
362700001,Sunstate Academy,Fort Myers Campus,2040 COLONIAL BLVD,Fort Myers,FL,33907,8,"Private nonprofit, less-than 2-year",35,271,306,0,0,0,0,0,0,0,0,0,1,1,1
362782001,Elizabeth Grady School of Esthetics and Massage Therapy,Main Campus,222 BOSTON AVENUE,MEDFORD,MA,02155,9,"Private for-profit, less-than 2-year",7,310,317,0,0,0,0,0,0,0,0,0,1,1,1
363013001,Ross Medical Education Center-Port Huron,Ross Medical Education Center,"2887 Krafft Road, Suite 700",PORT HURON,MI,48060,9,"Private for-profit, less-than 2-year",2,46,48,0,0,0,0,0,0,0,0,0,1,1,1
363077001,Capri Institute of Hair Design-Clifton,Capri Institute of Hair Design,1595 MAIN AVE,CLIFTON,NJ,07011,9,"Private for-profit, less-than 2-year",55,181,236,0,0,0,0,0,0,0,0,0,1,1,1
363147001,Raphael's School of Beauty Culture Inc-Alliance,Main Campus,2445 W. STATE ST.,ALLIANCE,OH,44601,6,"Private for-profit, 2-year",12,409,421,0,0,0,0,0,0,0,0,0,1,1,1
363147002,Raphael's School of Beauty Culture Inc-Alliance,Raphael's School of Beauty Culture Inc-North Olmsted,27326 Lorain Rd.,North Olmsted,OH,44070,6,"Private for-profit, 2-year",12,409,421,0,0,0,0,0,0,0,0,0,1,1,1
363147003,Raphael's School of Beauty Culture Inc-Alliance,Raphael's School of Beauty Culture-Willoughby ,34999 Euclid Ave,Willoughby,OH,44094,6,"Private for-profit, 2-year",12,409,421,,,,,,,0,0,0,0,0,1
363165001,Metro Technology Centers,Springlake Campus,1900 Springlake Drive,Oklahoma City,OK,731115240,4,"Public, 2-year",540,487,1027,0,0,0,0,0,0,0,0,0,1,1,1
363165002,Metro Technology Centers,Aviation Career Campus,5600 S MacArthur,Oklahoma City,OK,731798205,4,"Public, 2-year",540,487,1027,0,0,0,0,0,0,0,0,0,1,1,1
363165003,Metro Technology Centers,South Bryant Campus,4901 S Bryant Ave,Oklahoma City,OK,731298899,4,"Public, 2-year",540,487,1027,0,0,0,0,0,0,0,0,0,1,1,1
363439001,Hussian College-Daymar College Bowling Green,Daymar College  Bowling Green Campus,2421 Fitzgerald Industrial Dr.,BOWLING GREEN,KY,42101,3,"Private for-profit, 4-year or above",10,56,66,0,0,0,0,0,0,0,0,0,1,1,1
363633001,Luna Community College,Main Campus,366 Luna Dr.,LAS VEGAS,NM,87701,4,"Public, 2-year",271,449,720,0,0,0,0,0,0,0,0,0,1,1,1
363633002,Luna Community College,Springer Satellite,P.O. Box 755,Springer,NM,87747,4,"Public, 2-year",271,449,720,0,0,0,0,0,0,0,0,0,1,1,1
363633003,Luna Community College,Santa Rosa Satellite,213 4TH STREET,SANTA ROSA,NM,88435,4,"Public, 2-year",271,449,720,0,0,0,0,0,0,0,0,0,1,1,1
363679001,Grabber School of Hair Design,Main Campus,9833 Watson Road,Saint Louis,MO,63126,9,"Private for-profit, less-than 2-year",6,143,149,0,0,0,0,0,0,0,0,0,1,1,1
363712001,Yeshivah Gedolah Rabbinical College,Main Campus,1140 ALTON RD,MIAMI BEACH,FL,33139,2,"Private nonprofit, 4-year or above",48,0,48,0,0,0,0,0,0,0,0,0,1,1,1
363721001,University of the District of Columbia-David A Clarke School of Law,Flagship/Main Campus,"4200 CONNECTICUT AVENUE, N.W.",WASHINGTON,DC,20008,1,"Public, 4-year or above",76,145,221,0,0,0,0,1,0,0,1,0,1,1,1
363882001,Raphael's School of Beauty Culture Inc-Brunswick,Main Campus,3307 Center Rd.,Brunswick,OH,44212,6,"Private for-profit, 2-year",3,67,70,0,0,0,0,0,0,0,0,0,1,1,1
363907001,Caribbean University-Ponce,Ponce Campus,AVE. EDNITA NAZARIO #1015,PONCE,PR,00716,2,"Private nonprofit, 4-year or above",429,266,695,0,0,0,0,0,0,0,0,0,1,1,1
363916001,Caribbean University-Vega Baja,Vega Baja,BARRIO ALGARROBO  SECTOR CRIOLLO CARR 67 Km .5,VEGA BAJA,PR,00693,2,"Private nonprofit, 4-year or above",37,105,142,0,0,0,0,0,0,0,0,0,1,1,1
363934001,University of Advancing Technology,Main Campus,2625 W BASELINE RD,TEMPE,AZ,85283,3,"Private for-profit, 4-year or above",660,176,836,0,0,0,0,0,0,0,0,0,1,1,1
364016001,Paradise Valley Community College,Main Campus,18401 N 32ND ST,PHOENIX,AZ,85032,4,"Public, 2-year",2780,3795,6575,0,0,0,1,0,0,0,0,0,1,1,1
364016002,Paradise Valley Community College,Black Mountain Campus,34250 N. 60th Street,Scottsdale,AZ,85266,4,"Public, 2-year",2780,3795,6575,0,0,0,0,0,0,0,0,0,1,1,1
364025001,Chandler-Gilbert Community College,Chandler-Gilbert Community College - Pecos Campus,2626 E Pecos Rd,Chandler,AZ,852252449,4,"Public, 2-year",6203,7192,13395,0,0,0,0,0,0,0,0,0,1,1,1
364025002,Chandler-Gilbert Community College,CGCC/Williams Campus,7360 E. Tahoe Ave.,Mesa,AZ,852120908,4,"Public, 2-year",6203,7192,13395,0,4,3,0,0,0,0,3,11,1,1,1
364025003,Chandler-Gilbert Community College,CGCC Sun Lakes Center Campus,25105 South Alma School Road,Sun Lakes,AZ,852486101,4,"Public, 2-year",6203,7192,13395,0,0,0,0,0,0,0,0,0,1,1,1
364548001,Great Plains Technology Center,Great Plains Technology Center,4500 SW Lee Blvd,LAWTON,OK,735058304,4,"Public, 2-year",91,95,186,0,0,0,0,0,0,0,0,0,1,1,1
364548002,Great Plains Technology Center,Tillman/Kiowa Campus,2001 E. Gladstone,Frederick,OK,73542,4,"Public, 2-year",91,95,186,0,0,0,0,0,0,0,0,0,1,1,1
364575001,Roane-Jackson Technical Center,Roane-Jackson Technical Center,9450 SPENCER RD,LEROY,WV,252529700,4,"Public, 2-year",1,31,32,0,0,0,0,0,0,0,0,0,1,1,1
364627001,Pioneer Technology Center,Main Campus,2101 N ASH,PONCA CITY,OK,74601,7,"Public, less-than 2-year",195,189,384,0,0,0,0,0,0,0,0,0,1,1,1
364636001,Portage Lakes Career Center,Portage Lakes Career Center,4401 Shriver RD,Uniontown,OH,44685,7,"Public, less-than 2-year",36,98,134,0,0,0,0,0,0,0,0,0,1,1,1
364751001,Eastern College of Health Vocations-New Orleans,Branch Campus,201 Evans Rd. Bldg 400,New Orleans,LA,70123,9,"Private for-profit, less-than 2-year",0,37,37,0,0,0,0,0,0,0,0,0,1,1,1
364760001,Bell Mar Beauty College,Main Campus,5717 W CERMAK,CICERO,IL,60804,9,"Private for-profit, less-than 2-year",3,78,81,0,0,0,0,0,0,0,0,0,1,1,1
364946001,Caddo Kiowa Technology Center,Main Campus,CAREER TECH ROAD,Fort Cobb,OK,730380190,7,"Public, less-than 2-year",172,170,342,0,0,0,0,0,0,0,0,0,1,1,1
364964001,"Center for Instruction, Technology & Innovation",Main Campus,179 CO RTE 64,MEXICO,NY,13114,7,"Public, less-than 2-year",3,31,34,0,0,0,0,0,0,0,0,0,1,1,1
365091001,International School of Skin Nailcare & Massage Therapy,Main Campus,5600 ROSWELL RD NE,ATLANTA,GA,30342,9,"Private for-profit, less-than 2-year",14,271,285,0,0,0,0,0,0,0,0,0,1,1,1
365125001,Palomar Institute of Cosmetology,Main Campus,355 VIA VERA CRUZ # 3,SAN MARCOS,CA,92078,9,"Private for-profit, less-than 2-year",2,97,99,0,0,0,0,0,0,0,0,0,1,1,1
365198001,Southern Oklahoma Technology Center,Southern Oklahoma Technology Center,2610 SAM NOBLE PKY,ARDMORE,OK,73401,7,"Public, less-than 2-year",289,258,547,0,0,0,0,0,0,0,0,0,1,1,1
365204001,Vista College,COMPUTER CAREER CENTER,6101 MONTANA AVE,EL PASO,TX,79925,6,"Private for-profit, 2-year",818,2127,2945,0,0,0,0,0,0,0,0,0,1,1,1
365204003,Vista College,"Computer Career Center, a Division of Vista College",850 N. Telshor Blvd. Suite K,Las Cruces,NM,88011,6,"Private for-profit, 2-year",818,2127,2945,0,0,0,0,0,0,0,0,0,1,1,1
365204006,Vista College,Vista College-Beaumont,3871 Stagg Drive Ste. 194,Beaumont,TX,77701,6,"Private for-profit, 2-year",818,2127,2945,0,0,0,0,0,0,1,0,0,1,1,1
365204007,Vista College,Vista College-Longview,1905 West Loop 281,Longview,TX,75604,6,"Private for-profit, 2-year",818,2127,2945,0,1,0,0,0,0,0,0,0,1,1,1
365204008,Vista College,Vista College-Killeen,1001 S. Fort Hood Street,Killeen,TX,76541,6,"Private for-profit, 2-year",818,2127,2945,0,0,0,0,0,0,0,0,0,1,1,1
365204009,Vista College,Vista College-College Station,"2704 Texas Avenue South, Suite 2",College Station,TX,77840,6,"Private for-profit, 2-year",818,2127,2945,0,0,0,0,0,0,0,0,0,1,1,1
365204010,Vista College,Vista College-Fort Smith,"1200 S Waldron Rd, Suite 122",Fort Smith,AR,72901,6,"Private for-profit, 2-year",818,2127,2945,0,0,0,0,0,0,0,0,0,1,1,1
365213001,Autry Technology Center,Main Campus,1201 W WILLOW RD,ENID,OK,737032506,4,"Public, 2-year",373,333,706,0,0,0,0,0,0,0,0,0,1,1,1
365240001,Greene County Vocational School District,Greene County Career Center,532 Innovation Drive,Xenia,OH,45385,7,"Public, less-than 2-year",19,4,23,0,0,0,0,0,0,0,0,0,1,1,1
365374001,Canadian Valley Technology Center,Canadian Valley Technology Center,6505 E HWY 66,EL RENO,OK,730369117,4,"Public, 2-year",832,723,1555,0,0,0,0,2,0,0,0,0,1,1,1
365383001,Wilkes-Barre Area Career and Technical Center Practical Nursing,Wilkes-Barre Area Career and Technical Center Practical Nursing,350 Jumper Rd,Wilkes-Barre,PA,187050699,7,"Public, less-than 2-year",7,133,140,0,6,0,0,1,0,0,0,0,1,1,1
365480001,Meridian Technology Center,Main Campus,1312 South Sangre Road,Stillwater,OK,740741899,4,"Public, 2-year",519,442,961,0,0,0,0,0,0,0,0,0,1,1,1
365505001,Waynesville Career Center,WAYNESVILLE CAREER CENTER,400 G.W. LANE,WAYNESVILLE,MO,65583,7,"Public, less-than 2-year",2,28,30,0,0,0,0,0,0,0,0,0,1,1,1
365693001,Capitol School of Hairstyling and Esthetics,Main Campus,10803 John Galt Blvd,OMAHA,NE,681372325,6,"Private for-profit, 2-year",5,155,160,0,0,0,0,0,0,0,0,0,1,1,1
365763001,Morris County Vocational School District,Morris County Vocational School District,400 E Main St,Denville,NJ,07834,7,"Public, less-than 2-year",10,23,33,0,2,0,0,1,0,0,0,0,1,1,1
365824001,Ross Medical Education Center-Roosevelt Park,Ross Medical Education Center,"950 W NORTON AVE, Suite D",ROOSEVELT PARK,MI,49441,9,"Private for-profit, less-than 2-year",8,158,166,0,0,0,0,0,0,0,0,0,1,1,1
