"VariableName","Value","ValueLabel"
"Core Based Statistical Area (CBSA) (HD2019)","19740","Denver-Aurora-Lakewood, CO"
"Core Based Statistical Area (CBSA) (HD2019)","19780","Des Moines-West Des Moines, IA"
"Core Based Statistical Area (CBSA) (HD2019)","19820","Detroit-Warren-Dearborn, MI"
"Core Based Statistical Area (CBSA) (HD2019)","19860","Dickinson, ND"
"Core Based Statistical Area (CBSA) (HD2019)","19940","Dixon, IL"
"Core Based Statistical Area (CBSA) (HD2019)","19980","Dodge City, KS"
"Core Based Statistical Area (CBSA) (HD2019)","20020","Dothan, AL"
"Core Based Statistical Area (CBSA) (HD2019)","20060","Douglas, GA"
"Core Based Statistical Area (CBSA) (HD2019)","20100","Dover, DE"
"Core Based Statistical Area (CBSA) (HD2019)","20180","DuBois, PA"
"Core Based Statistical Area (CBSA) (HD2019)","20220","Dubuque, IA"
"Core Based Statistical Area (CBSA) (HD2019)","20260","Duluth, MN-WI"
"Core Based Statistical Area (CBSA) (HD2019)","20340","Duncan, OK"
"Core Based Statistical Area (CBSA) (HD2019)","20420","Durango, CO"
"Core Based Statistical Area (CBSA) (HD2019)","20460","Durant, OK"
"Core Based Statistical Area (CBSA) (HD2019)","20500","Durham-Chapel Hill, NC"
"Core Based Statistical Area (CBSA) (HD2019)","20540","Dyersburg, TN"
"Core Based Statistical Area (CBSA) (HD2019)","20580","Eagle Pass, TX"
"Core Based Statistical Area (CBSA) (HD2019)","20700","East Stroudsburg, PA"
"Core Based Statistical Area (CBSA) (HD2019)","20740","Eau Claire, WI"
"Core Based Statistical Area (CBSA) (HD2019)","20900","El Campo, TX"
"Core Based Statistical Area (CBSA) (HD2019)","20940","El Centro, CA"
"Core Based Statistical Area (CBSA) (HD2019)","20980","El Dorado, AR"
"Core Based Statistical Area (CBSA) (HD2019)","21020","Elizabeth City, NC"
"Core Based Statistical Area (CBSA) (HD2019)","21060","Elizabethtown-Fort Knox, KY"
"Core Based Statistical Area (CBSA) (HD2019)","21140","Elkhart-Goshen, IN"
"Core Based Statistical Area (CBSA) (HD2019)","21180","Elkins, WV"
"Core Based Statistical Area (CBSA) (HD2019)","21220","Elko, NV"
"Core Based Statistical Area (CBSA) (HD2019)","21260","Ellensburg, WA"
"Core Based Statistical Area (CBSA) (HD2019)","21300","Elmira, NY"
"Core Based Statistical Area (CBSA) (HD2019)","21340","El Paso, TX"
"Core Based Statistical Area (CBSA) (HD2019)","21380","Emporia, KS"
"Core Based Statistical Area (CBSA) (HD2019)","21420","Enid, OK"
"Core Based Statistical Area (CBSA) (HD2019)","21460","Enterprise, AL"
"Core Based Statistical Area (CBSA) (HD2019)","21500","Erie, PA"
"Core Based Statistical Area (CBSA) (HD2019)","21540","Escanaba, MI"
"Core Based Statistical Area (CBSA) (HD2019)","21580","Espa̱ola, NM"
"Core Based Statistical Area (CBSA) (HD2019)","21660","Eugene-Springfield, OR"
"Core Based Statistical Area (CBSA) (HD2019)","21700","Eureka-Arcata, CA"
"Core Based Statistical Area (CBSA) (HD2019)","21780","Evansville, IN-KY"
"Core Based Statistical Area (CBSA) (HD2019)","21820","Fairbanks, AK"
"Core Based Statistical Area (CBSA) (HD2019)","21840","Fairfield, IA"
"Core Based Statistical Area (CBSA) (HD2019)","21900","Fairmont, WV"
"Core Based Statistical Area (CBSA) (HD2019)","22020","Fargo, ND-MN"
"Core Based Statistical Area (CBSA) (HD2019)","22060","Faribault-Northfield, MN"
"Core Based Statistical Area (CBSA) (HD2019)","22100","Farmington, MO"
"Core Based Statistical Area (CBSA) (HD2019)","22140","Farmington, NM"
"Core Based Statistical Area (CBSA) (HD2019)","22180","Fayetteville, NC"
"Core Based Statistical Area (CBSA) (HD2019)","22220","Fayetteville-Springdale-Rogers, AR"
"Core Based Statistical Area (CBSA) (HD2019)","22260","Fergus Falls, MN"
"Core Based Statistical Area (CBSA) (HD2019)","22300","Findlay, OH"
"Core Based Statistical Area (CBSA) (HD2019)","22380","Flagstaff, AZ"
"Core Based Statistical Area (CBSA) (HD2019)","22420","Flint, MI"
"Core Based Statistical Area (CBSA) (HD2019)","22500","Florence, SC"
"Core Based Statistical Area (CBSA) (HD2019)","22520","Florence-Muscle Shoals, AL"
"Core Based Statistical Area (CBSA) (HD2019)","22540","Fond du Lac, WI"
"Core Based Statistical Area (CBSA) (HD2019)","22580","Forest City, NC"
"Core Based Statistical Area (CBSA) (HD2019)","22620","Forrest City, AR"
"Core Based Statistical Area (CBSA) (HD2019)","22660","Fort Collins, CO"
"Core Based Statistical Area (CBSA) (HD2019)","22700","Fort Dodge, IA"
"Core Based Statistical Area (CBSA) (HD2019)","22780","Fort Leonard Wood, MO"
"Core Based Statistical Area (CBSA) (HD2019)","22820","Fort Morgan, CO"
"Core Based Statistical Area (CBSA) (HD2019)","22900","Fort Smith, AR-OK"
"Core Based Statistical Area (CBSA) (HD2019)","23060","Fort Wayne, IN"
"Core Based Statistical Area (CBSA) (HD2019)","23180","Frankfort, KY"
"Core Based Statistical Area (CBSA) (HD2019)","23300","Freeport, IL"
"Core Based Statistical Area (CBSA) (HD2019)","23340","Fremont, NE"
"Core Based Statistical Area (CBSA) (HD2019)","23380","Fremont, OH"
"Core Based Statistical Area (CBSA) (HD2019)","23420","Fresno, CA"
"Core Based Statistical Area (CBSA) (HD2019)","23460","Gadsden, AL"
"Core Based Statistical Area (CBSA) (HD2019)","23500","Gaffney, SC"
"Core Based Statistical Area (CBSA) (HD2019)","23540","Gainesville, FL"
"Core Based Statistical Area (CBSA) (HD2019)","23580","Gainesville, GA"
"Core Based Statistical Area (CBSA) (HD2019)","23620","Gainesville, TX"
"Core Based Statistical Area (CBSA) (HD2019)","23660","Galesburg, IL"
"Core Based Statistical Area (CBSA) (HD2019)","23700","Gallup, NM"
"Core Based Statistical Area (CBSA) (HD2019)","23780","Garden City, KS"
"Core Based Statistical Area (CBSA) (HD2019)","23900","Gettysburg, PA"
"Core Based Statistical Area (CBSA) (HD2019)","23980","Glasgow, KY"
"Core Based Statistical Area (CBSA) (HD2019)","24020","Glens Falls, NY"
"Core Based Statistical Area (CBSA) (HD2019)","24060","Glenwood Springs, CO"
"Core Based Statistical Area (CBSA) (HD2019)","24140","Goldsboro, NC"
"Core Based Statistical Area (CBSA) (HD2019)","24220","Grand Forks, ND-MN"
"Core Based Statistical Area (CBSA) (HD2019)","24260","Grand Island, NE"
"Core Based Statistical Area (CBSA) (HD2019)","24300","Grand Junction, CO"
"Core Based Statistical Area (CBSA) (HD2019)","24330","Grand Rapids, MN"
"Core Based Statistical Area (CBSA) (HD2019)","24340","Grand Rapids-Kentwood, MI"
"Core Based Statistical Area (CBSA) (HD2019)","24380","Grants, NM"
"Core Based Statistical Area (CBSA) (HD2019)","24420","Grants Pass, OR"
"Core Based Statistical Area (CBSA) (HD2019)","24460","Great Bend, KS"
"Core Based Statistical Area (CBSA) (HD2019)","24500","Great Falls, MT"
"Core Based Statistical Area (CBSA) (HD2019)","24540","Greeley, CO"
"Core Based Statistical Area (CBSA) (HD2019)","24580","Green Bay, WI"
"Core Based Statistical Area (CBSA) (HD2019)","24620","Greeneville, TN"
"Core Based Statistical Area (CBSA) (HD2019)","24660","Greensboro-High Point, NC"
"Core Based Statistical Area (CBSA) (HD2019)","24740","Greenville, MS"
"Core Based Statistical Area (CBSA) (HD2019)","24780","Greenville, NC"
"Core Based Statistical Area (CBSA) (HD2019)","24860","Greenville-Anderson, SC"
"Core Based Statistical Area (CBSA) (HD2019)","24900","Greenwood, MS"
"Core Based Statistical Area (CBSA) (HD2019)","24940","Greenwood, SC"
"Core Based Statistical Area (CBSA) (HD2019)","24980","Grenada, MS"
"Core Based Statistical Area (CBSA) (HD2019)","25020","Guayama, PR"
"Core Based Statistical Area (CBSA) (HD2019)","25060","Gulfport-Biloxi, MS"
"Core Based Statistical Area (CBSA) (HD2019)","25100","Guymon, OK"
"Core Based Statistical Area (CBSA) (HD2019)","25180","Hagerstown-Martinsburg, MD-WV"
"Core Based Statistical Area (CBSA) (HD2019)","25220","Hammond, LA"
"Core Based Statistical Area (CBSA) (HD2019)","25260","Hanford-Corcoran, CA"
"Core Based Statistical Area (CBSA) (HD2019)","25300","Hannibal, MO"
"Core Based Statistical Area (CBSA) (HD2019)","25420","Harrisburg-Carlisle, PA"
"Core Based Statistical Area (CBSA) (HD2019)","25460","Harrison, AR"
"Core Based Statistical Area (CBSA) (HD2019)","25500","Harrisonburg, VA"
"Core Based Statistical Area (CBSA) (HD2019)","25540","Hartford-East Hartford-Middletown, CT"
"Core Based Statistical Area (CBSA) (HD2019)","25580","Hastings, NE"
"Core Based Statistical Area (CBSA) (HD2019)","25620","Hattiesburg, MS"
"Core Based Statistical Area (CBSA) (HD2019)","25700","Hays, KS"
"Core Based Statistical Area (CBSA) (HD2019)","25720","Heber, UT"
"Core Based Statistical Area (CBSA) (HD2019)","25740","Helena, MT"
"Core Based Statistical Area (CBSA) (HD2019)","25760","Helena-West Helena, AR"
"Core Based Statistical Area (CBSA) (HD2019)","25780","Henderson, NC"
"Core Based Statistical Area (CBSA) (HD2019)","25840","Hermiston-Pendleton, OR"
"Core Based Statistical Area (CBSA) (HD2019)","25860","Hickory-Lenoir-Morganton, NC"
"Core Based Statistical Area (CBSA) (HD2019)","25880","Hillsdale, MI"
"Core Based Statistical Area (CBSA) (HD2019)","25900","Hilo, HI"
"Core Based Statistical Area (CBSA) (HD2019)","25940","Hilton Head Island-Bluffton, SC"
"Core Based Statistical Area (CBSA) (HD2019)","26020","Hobbs, NM"
"Core Based Statistical Area (CBSA) (HD2019)","26140","Homosassa Springs, FL"
"Core Based Statistical Area (CBSA) (HD2019)","26260","Hope, AR"
"Core Based Statistical Area (CBSA) (HD2019)","26300","Hot Springs, AR"
"Core Based Statistical Area (CBSA) (HD2019)","26340","Houghton, MI"
"Core Based Statistical Area (CBSA) (HD2019)","26380","Houma-Thibodaux, LA"
"Core Based Statistical Area (CBSA) (HD2019)","26420","Houston-The Woodlands-Sugar Land, TX"
"Core Based Statistical Area (CBSA) (HD2019)","26460","Hudson, NY"
"Core Based Statistical Area (CBSA) (HD2019)","26500","Huntingdon, PA"
"Core Based Statistical Area (CBSA) (HD2019)","26540","Huntington, IN"
"Core Based Statistical Area (CBSA) (HD2019)","26580","Huntington-Ashland, WV-KY-OH"
"Core Based Statistical Area (CBSA) (HD2019)","26620","Huntsville, AL"
"Core Based Statistical Area (CBSA) (HD2019)","26660","Huntsville, TX"
"Core Based Statistical Area (CBSA) (HD2019)","26740","Hutchinson, KS"
"Core Based Statistical Area (CBSA) (HD2019)","26820","Idaho Falls, ID"
"Core Based Statistical Area (CBSA) (HD2019)","26860","Indiana, PA"
"Core Based Statistical Area (CBSA) (HD2019)","26900","Indianapolis-Carmel-Anderson, IN"
"Core Based Statistical Area (CBSA) (HD2019)","26940","Indianola, MS"
"Core Based Statistical Area (CBSA) (HD2019)","26980","Iowa City, IA"
"Core Based Statistical Area (CBSA) (HD2019)","27060","Ithaca, NY"
"Core Based Statistical Area (CBSA) (HD2019)","27100","Jackson, MI"
"Core Based Statistical Area (CBSA) (HD2019)","27140","Jackson, MS"
"Core Based Statistical Area (CBSA) (HD2019)","27180","Jackson, TN"
"Core Based Statistical Area (CBSA) (HD2019)","27260","Jacksonville, FL"
"Core Based Statistical Area (CBSA) (HD2019)","27300","Jacksonville, IL"
"Core Based Statistical Area (CBSA) (HD2019)","27340","Jacksonville, NC"
"Core Based Statistical Area (CBSA) (HD2019)","27380","Jacksonville, TX"
"Core Based Statistical Area (CBSA) (HD2019)","27420","Jamestown, ND"
"Core Based Statistical Area (CBSA) (HD2019)","27460","Jamestown-Dunkirk-Fredonia, NY"
"Core Based Statistical Area (CBSA) (HD2019)","27500","Janesville-Beloit, WI"
"Core Based Statistical Area (CBSA) (HD2019)","27530","Jasper, AL"
"Core Based Statistical Area (CBSA) (HD2019)","27620","Jefferson City, MO"
"Core Based Statistical Area (CBSA) (HD2019)","27740","Johnson City, TN"
"Core Based Statistical Area (CBSA) (HD2019)","27780","Johnstown, PA"
"Core Based Statistical Area (CBSA) (HD2019)","27860","Jonesboro, AR"
"Core Based Statistical Area (CBSA) (HD2019)","27900","Joplin, MO"
"Core Based Statistical Area (CBSA) (HD2019)","27940","Juneau, AK"
"Core Based Statistical Area (CBSA) (HD2019)","27980","Kahului-Wailuku-Lahaina, HI"
"Core Based Statistical Area (CBSA) (HD2019)","28020","Kalamazoo-Portage, MI"
"Core Based Statistical Area (CBSA) (HD2019)","28060","Kalispell, MT"
"Core Based Statistical Area (CBSA) (HD2019)","28100","Kankakee, IL"
"Core Based Statistical Area (CBSA) (HD2019)","28140","Kansas City, MO-KS"
"Core Based Statistical Area (CBSA) (HD2019)","28180","Kapaa, HI"
"Core Based Statistical Area (CBSA) (HD2019)","28260","Kearney, NE"
"Core Based Statistical Area (CBSA) (HD2019)","28300","Keene, NH"
"Core Based Statistical Area (CBSA) (HD2019)","28420","Kennewick-Richland, WA"
"Core Based Statistical Area (CBSA) (HD2019)","28500","Kerrville, TX"
"Core Based Statistical Area (CBSA) (HD2019)","28580","Key West, FL"
"Core Based Statistical Area (CBSA) (HD2019)","28660","Killeen-Temple, TX"
"Core Based Statistical Area (CBSA) (HD2019)","28700","Kingsport-Bristol, TN-VA"
"Core Based Statistical Area (CBSA) (HD2019)","28740","Kingston, NY"
"Core Based Statistical Area (CBSA) (HD2019)","28780","Kingsville, TX"
"Core Based Statistical Area (CBSA) (HD2019)","28820","Kinston, NC"
"Core Based Statistical Area (CBSA) (HD2019)","28860","Kirksville, MO"
"Core Based Statistical Area (CBSA) (HD2019)","28900","Klamath Falls, OR"
"Core Based Statistical Area (CBSA) (HD2019)","28940","Knoxville, TN"
"Core Based Statistical Area (CBSA) (HD2019)","29020","Kokomo, IN"
"Core Based Statistical Area (CBSA) (HD2019)","29060","Laconia, NH"
"Core Based Statistical Area (CBSA) (HD2019)","29100","La Crosse-Onalaska, WI-MN"
"Core Based Statistical Area (CBSA) (HD2019)","29180","Lafayette, LA"
"Core Based Statistical Area (CBSA) (HD2019)","29200","Lafayette-West Lafayette, IN"
"Core Based Statistical Area (CBSA) (HD2019)","29260","La Grande, OR"
"Core Based Statistical Area (CBSA) (HD2019)","29300","LaGrange, GA-AL"
"Core Based Statistical Area (CBSA) (HD2019)","29340","Lake Charles, LA"
"Core Based Statistical Area (CBSA) (HD2019)","29380","Lake City, FL"
"Core Based Statistical Area (CBSA) (HD2019)","29420","Lake Havasu City-Kingman, AZ"
"Core Based Statistical Area (CBSA) (HD2019)","29460","Lakeland-Winter Haven, FL"
"Core Based Statistical Area (CBSA) (HD2019)","29540","Lancaster, PA"
"Core Based Statistical Area (CBSA) (HD2019)","29620","Lansing-East Lansing, MI"
"Core Based Statistical Area (CBSA) (HD2019)","29660","Laramie, WY"
"Core Based Statistical Area (CBSA) (HD2019)","29700","Laredo, TX"
"Core Based Statistical Area (CBSA) (HD2019)","29740","Las Cruces, NM"
"Core Based Statistical Area (CBSA) (HD2019)","29780","Las Vegas, NM"
"Core Based Statistical Area (CBSA) (HD2019)","29820","Las Vegas-Henderson-Paradise, NV"
"Core Based Statistical Area (CBSA) (HD2019)","29860","Laurel, MS"
"Core Based Statistical Area (CBSA) (HD2019)","29900","Laurinburg, NC"
"Core Based Statistical Area (CBSA) (HD2019)","29940","Lawrence, KS"
"Core Based Statistical Area (CBSA) (HD2019)","29980","Lawrenceburg, TN"
"Core Based Statistical Area (CBSA) (HD2019)","30020","Lawton, OK"
"Core Based Statistical Area (CBSA) (HD2019)","30060","Lebanon, MO"
