"","Name","City","State","Sector","Level of institution","Historically Black College or University","Tribal college","Undergraduate enrollment","Grad enrollment","Yield","Admission","Graduation","First year retention","Walkability","Undergrads per tenure-track professor","Undergrads per instructor","URL","Tuition and fees as a percent of core revenues","Endowment assets per FTE","Average net price-students awarded grant or scholarship aid","Liquor discipline per student (3 yr avg)","Liquor arrest per student (3 yr avg)","Drug discipline per student (3 yr avg)","Drug arrest per student (3 yr avg)","Weapon discipline per student (3 yr avg)","Weapon arrest per student (3 yr avg)","Reported rape per student (3 yr avg)","Reported fondling per student (3 yr avg)","Number of physical books","Number of physical media","Number of digital/electronic books","Total library circulations (physical and digital/electronic)","Average library loans (physical) per student or faculty member","Average library loans (physical + digital) per student or faculty member","Warmest month max temp (F)","Coldest month min temp (F)","Annual precipitation (inches)","biome","Covid vax (employees)","Covid vax (students)","Abortion","Gun law stringency","Proportion of reps voting in favor of respect for right to contraception act","Proportion of reps voting in favor of respect for marriage act"
"309","Rockhurst University (Kansas City, MO)","Kansas City","MO","Private not-for-profit, 4-year or above","Four or more years","No","No",1454,325,0.19,0.64,0.76,0.83,0.5,13.5,11.3,"RockhurstUniversity.html",67,17630,21518,0.0412216601086753,0,0.00131159827618512,0,0,0,0.00206108300543376,0.00206108300543376,"66642","1015","244131","17720",1.4,9.3,88.9,19,37.9,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Prohibited","F",0.25,0.375
"310","SUNY College at Plattsburgh (Plattsburgh, NY)","Plattsburgh","NY","Public, 4-year or above","Four or more years","No","No",4420,247,0.17,0.58,0.68,0.75,0.26,21.4,17.4,"SUNYCollegeatPlattsburgh.html",25,3981,15760,0.0587815156060281,0.000214270409256482,0.0201414184701093,0.00371402042711235,0.000142846939504321,7.14234697521606e-05,0.00178558674380401,0.000499964288265124,"250732","4800","62499","37221",4.7,7.6,80.1,7.3,30.6,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"311","Saint John Fisher College (Rochester, NY)","Rochester","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",2535,512,0.2,0.64,0.75,0.88,0.52,14.9,11.3,"SaintJohnFisherCollege.html",79,26048,29722,0.0421179302045728,0,0.00656383327863472,0,0,0,0.00164095831965868,0.000765780549174051,"135348","5981","232230","50985",2.6,15.6,82.2,16,32,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"312","Florida International University (Miami, FL)","Miami","FL","Public, 4-year or above","Four or more years","No","No",28335,7116,0.38,0.58,0.63,0.89,0.66,40,20.9,"FloridaInternationalUniversity.html",29,4444,8988,0.00123174710633457,0.000159845044333493,0.0010624994123344,0.000592366929000592,3.76105986667043e-05,4.70132483333803e-05,0.000366703337000367,0.000159845044333493,"1154866","431317","473816","1105157",1.2,30,89.4,58.3,55.4,"Flooded Grasslands & Savannas","No","No","Legal","C-",0.444444444444444,0.62962962962963
"313","Five Towns College (Dix Hills, NY)","Dix Hills","NY","Private for-profit, 4-year or above","Four or more years","No","No",590,12,0.53,0.34,0.47,0.77,0.66,Inf,21.1,"FiveTownsCollege.html",65,NA,23204,0.00166112956810631,0,0.00276854928017719,0.000553709856035437,0,0,0,0.000553709856035437,"32795","13588","201745","2710",3.8,4.3,82,23,45.2,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"314","Dillard University (New Orleans, LA)","New Orleans","LA","Private not-for-profit, 4-year or above","Four or more years","Yes","No",1155,0,0.09,0.39,0.51,0.67,0.55,31.2,16.3,"DillardUniversity.html",33,71192,19016,0.0025974025974026,0.000288600288600289,0.0147186147186147,0.00432900432900433,0.00230880230880231,0.00144300144300144,0.00173160173160173,0.000865800865800866,"66793","925","286532","2088",1.3,1.7,90.9,41.5,60.3,"Tropical & Subtropical Grasslands, Savannas & Shrubland","No","Yes","Prohibited","F",0.166666666666667,0.166666666666667
"315","Sterling College (Sterling, KS)","Sterling","KS","Private not-for-profit, 4-year or above","Four or more years","No","No",527,7,0.22,0.4,0.53,0.59,NA,11.7,11.7,"SterlingCollege.html",51,27984,24068,0.015605493133583,0,0.00624219725343321,0,0,0,0,0.000624219725343321,"58038","2534","158811","3997",5.6,6.9,93.2,18,27.9,"Temperate Grasslands, Savannas & Shrublands","No","No","Legal","F",0.25,0.25
"316","SUNY Brockport (Brockport, NY)","Brockport","NY","Public, 4-year or above","Four or more years","No","No",5960,349,0.2,0.55,0.64,0.74,0.52,20.6,17.5,"SUNYBrockport.html",24,1860,16076,0.0415279759074338,0.00158503724837534,0.0140011623606488,0.00612881069371797,0.000317007449675067,0.000369842024620912,0.00116236064880858,0.00058118032440429,"395601","22849","376105","441430",45.1,66.4,80.8,15.3,31.1,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"317","Hobart William Smith Colleges (Geneva, NY)","Geneva","NY","Private not-for-profit, 4-year or above","Four or more years","No","No",2045,9,0.2,0.66,0.77,0.88,0.52,11.4,10.2,"HobartWilliamSmithColleges.html",74,104239,38247,0.107432651736449,0,0.0714053878610841,0.000649139889646219,0.000324569944823109,0,0.00649139889646219,0.00308341447581954,"276448","28432","323922","134141",3.4,59.5,81.3,16.2,32.8,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"318","Purdue University Northwest (Hammond, IN)","Hammond","IN","Public, 4-year or above","Four or more years","No","No",5561,328,0.76,0.29,0.38,0.67,0.64,22.7,19.7,"PurdueUniversityNorthwest.html",40,3987,10279,0.00656591385068206,0,0.00254712175241977,5.66027056093281e-05,0.000169808116827984,0,0.000113205411218656,0.000113205411218656,"203808","6454","398124","50187",1,8.1,84.4,14.5,37.2,"Temperate Grasslands, Savannas & Shrublands","No","No","Legal","D-",0.222222222222222,0.222222222222222
"319","Bryant University (Smithfield, RI)","Smithfield","RI","Private not-for-profit, 4-year or above","Four or more years","No","No",3349,202,0.16,0.71,0.81,0.87,0.66,27.2,19,"BryantUniversity.html",87,46275,39919,0.10044119027504,0,0.0139866704214775,0.000563221627710504,0,0,0.000657091898995588,0.000750962170280672,"134668","1811","351966","23571",3,6.3,81.7,16,47.9,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","B",1,1
"320","CUNY Queens College (Queens, NY)","Queens","NY","Public, 4-year or above","Four or more years","No","No",12532,394,0.19,0.49,0.56,0.82,0.66,23,21.5,"CUNYQueensCollege.html",26,4475,5594,0.00144411779875187,0,0.00172778379493527,0,0,0,2.57878178348548e-05,0.000232090360513693,"636993","84753","733298","237980",5.1,17.6,83.5,25,43.4,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"321","University of North Carolina Wilmington (Wilmington, NC)","Wilmington","NC","Public, 4-year or above","Four or more years","No","No",12480,1047,0.27,0.65,0.72,0.86,0.45,23.7,18.1,"UniversityofNorthCarolinaWilmington.html",27,6793,17946,0.0301126142776176,0.00204529213178581,0.00527340380966462,0.00680121239003475,0.000271062812646312,0.000788546364062,0.000616051846923437,0.000394273182031,"482109","188234","418670","485833",2.1,34.2,89.1,34.2,54.6,"Temperate Conifer Forests","No","No","Legal","C-",0.384615384615385,0.384615384615385
"322","Sacred Heart University (Fairfield, CT)","Fairfield","CT","Private not-for-profit, 4-year or above","Four or more years","No","No",5348,1291,0.21,0.64,0.73,0.83,0.52,31.3,16.3,"SacredHeartUniversity.html",85,20717,43313,0.0772204649294572,0,0.0105437565898479,0.000200833458854245,0.000251041823567806,0,0.000652708741276297,0.000100416729427123,"90379","1074","251620","75255",0.6,10.8,82,19.6,47.1,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",1,1
"323","Loyola University Chicago (Chicago, IL)","Chicago","IL","Private not-for-profit, 4-year or above","Four or more years","No","No",11622,3697,0.15,0.67,0.74,0.85,0.64,20.2,12.3,"LoyolaUniversityChicago.html",69,43191,37731,0.0278521226363775,0,0.0107491785799769,0,2.17594708096699e-05,2.17594708096699e-05,0.000500467828622408,0.000391670474574058,"916582","11560","810385","109428",2.5,6.7,83.1,15.4,35.7,NA,"Yes","Yes","Legal","A-",0.777777777777778,0.833333333333333
"324","Illinois Institute of Technology (Chicago, IL)","Chicago","IL","Private not-for-profit, 4-year or above","Four or more years","No","No",2882,2734,0.19,0.6,0.7,0.88,0.64,10.9,7.2,"IllinoisInstituteofTechnology.html",51,37139,28161,0.00706315289648623,0,0.00706315289648623,5.93542260208927e-05,5.93542260208927e-05,0,0.00089031339031339,0,"562385","742","127033","93164",2.9,15.5,84,15.6,36.4,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Legal","A-",0.777777777777778,0.833333333333333
"325","Butler University (Indianapolis, IN)","Indianapolis","IN","Private not-for-profit, 4-year or above","Four or more years","No","No",4509,436,0.1,0.73,0.82,0.88,0.46,17.6,11.4,"ButlerUniversity.html",82,38204,42627,0.0488035052241321,0.00613414223120998,0.00303336703741153,0.00155038759689922,0,0,0.00141557128412538,0.000808897876643074,"169741","18936","540672","337091",1.4,63.1,85.6,17.4,39.9,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","D-",0.222222222222222,0.222222222222222
"326","Nossi College of Art (Nashville, TN)","Nashville","TN","Private for-profit, 4-year or above","Four or more years","No","No",309,0,0.49,0.5,0.63,0.68,0.38,Inf,77.2,"NossiCollegeofArt.html",100,NA,22843,0,0,0,0,0,0,0,0,"2550","125","0","905",1.4,2.9,89.4,25.2,48.1,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0.222222222222222,0.222222222222222
"327","Inter American University of Puerto Rico-Metro (San Juan, PR)","San Juan","PR","Private not-for-profit, 4-year or above","Four or more years","No","No",4367,1764,0.82,0.26,0.35,0.74,NA,29.5,23.7,"InterAmericanUniversityofPuertoRico-Metro.html",93,NA,11313,0,0,0,0,0,0,0,0,"120253","3254","265188","322369",2.7,51,88.2,65.7,73.7,"Tropical & Subtropical Moist Broadleaf Forests","No","Yes",NA,NA,NA,NA
"328","Christian Brothers University (Memphis, TN)","Memphis","TN","Private not-for-profit, 4-year or above","Four or more years","No","No",1384,122,0.21,0.5,0.61,0.75,0.51,16.9,12.7,"ChristianBrothersUniversity.html",75,22502,17830,0.00641876936697654,0,0.00177069499778663,0,0,0,0.000442673749446658,0,"72296","4778","183850","16031",2.5,9.9,91.4,30,50.7,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Prohibited","F",0.222222222222222,0.222222222222222
"329","University of Puerto Rico-Rio Piedras (San Juan, PR)","San Juan","PR","Public, 4-year or above","Four or more years","No","No",9915,2339,0.78,0.49,0.56,0.84,NA,17.2,13.7,"UniversityofPuertoRico-RioPiedras.html",7,NA,8183,0,0,0,0,0,0,0,8.16060062020565e-05,"847221","1385230","16619","142312",4.5,11,88.3,66.7,69.3,"Tropical & Subtropical Moist Broadleaf Forests","No","No",NA,NA,NA,NA
"330","San Francisco Conservatory of Music (San Francisco, CA)","San Francisco","CA","Private not-for-profit, 4-year or above","Four or more years","No","No",233,214,0.27,0.48,0.61,0.92,0.69,Inf,7.8,"SanFranciscoConservatoryofMusic.html",31,90918,41918,0,0,0,0,0,0,0,0,"30237","23652","3316","28865",58.6,60.5,71.2,45,21.1,"Mediterranean Forests, Woodlands & Scrub","No","No","Legal","A",0.792452830188679,0.886792452830189
"331","Orleans Technical College (Philadelphia, PA)","Philadelphia","PA","Private not-for-profit, 2-year","At least 2 but less than 4 years","No","No",223,0,0.73,0.61,0.74,0.92,0.66,Inf,22.3,"OrleansTechnicalCollege.html",76,NA,20484,0,0,0,0,0,0,0,0,"1570","270","0","112",0.5,0.5,85.8,22.1,45.1,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B-",0.555555555555556,0.666666666666667
"332","SUNY at Purchase College (Purchase, NY)","Purchase","NY","Public, 4-year or above","Four or more years","No","No",3709,97,0.24,0.52,0.61,0.81,0.66,25.9,20,"SUNYatPurchaseCollege.html",22,18350,16538,0.0070064809949203,0.000525486074619023,0.023646873357856,0.00245226834822211,0.000175162024873008,0.000262743037309511,0.00122613417411105,0.000525486074619023,"229091","22102","117469","34779",4.7,8.7,83.1,20.5,48.1,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",0.76,0.96
"333","DePaul University (Chicago, IL)","Chicago","IL","Private not-for-profit, 4-year or above","Four or more years","No","No",12784,5389,0.14,0.68,0.74,0.85,0.64,20,14.7,"DePaulUniversity.html",86,34696,33319,0.0133714851703076,1.83422293145509e-05,0.00326491681799006,0.000641978026009281,3.66844586291018e-05,0,0.00042187127423467,0.000183422293145509,"572388","30392","661170","370988",2.1,19.5,83.5,15.4,36.6,"Temperate Grasslands, Savannas & Shrublands","Yes","Yes","Legal","A-",0.777777777777778,0.833333333333333
"334","Hampden-Sydney College (Hampden-Sydney, VA)","Hampden-Sydney","VA","Private not-for-profit, 4-year or above","Four or more years","No","No",986,0,0.13,0.57,0.68,0.79,NA,12,9.6,"Hampden-SydneyCollege.html",46,165267,33331,0.0466531440162272,0.0050709939148073,0.0290736984448952,0.00980392156862745,0.000676132521974307,0.000338066260987153,0.00101419878296146,0.000338066260987153,"213700","8185","179858","71163",15.6,65.3,87.4,23.9,43.5,"Temperate Broadleaf & Mixed Forests","No","No","Legal","B",0.636363636363636,0.636363636363636
"335","Inter American University of Puerto Rico-Arecibo (Arecibo, PR)","Arecibo","PR","Private not-for-profit, 4-year or above","Four or more years","No","No",3173,279,0.99,0.26,0.35,0.74,0.16,51.2,42.3,"InterAmericanUniversityofPuertoRico-Arecibo.html",88,NA,7654,0,0,0,0,0,0,0,0,"78582","1250","231406","24694",2.3,7,90.1,64.8,53.1,"Tropical & Subtropical Moist Broadleaf Forests","No","Yes",NA,NA,NA,NA
"336","Vanguard University of Southern California (Costa Mesa, CA)","Costa Mesa","CA","Private not-for-profit, 4-year or above","Four or more years","No","No",1687,62,0.25,0.49,0.59,0.76,0.69,27.2,19.8,"VanguardUniversityofSouthernCalifornia.html",85,3630,21667,0.0101010101010101,0,0.00609872307985515,0,0,0,0.000571755288736421,0.000381170192490947,"104872","23431","209791","22766",5.1,12.4,80.8,44.6,11.8,"Mediterranean Forests, Woodlands & Scrub","No","No","Legal","A",0.792452830188679,0.886792452830189
"337","Mercy College of Ohio (Toledo, OH)","Toledo","OH","Private not-for-profit, 4-year or above","Four or more years","No","No",365,0,0.35,0.41,0.53,0.92,0.55,Inf,6.1,"MercyCollegeofOhio.html",72,21411,13856,0,0.0045662100456621,0,0.107762557077626,0,0.00730593607305936,0,0.00091324200913242,"7081","255","98167","1126",0.3,2.6,85.5,16.5,33.1,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","D",0.3125,0.5
"338","University of Puerto Rico-Humacao (Humacao, PR)","Humacao","PR","Public, 4-year or above","Four or more years","No","No",2940,0,0.9,0.48,0.57,0.87,NA,23,19.3,"UniversityofPuertoRico-Humacao.html",4,NA,9085,0,0,0,0,0,0,0,0,"78727","1722","151","243",0.1,0.1,88.7,65.5,83.8,"Tropical & Subtropical Moist Broadleaf Forests","No","No",NA,NA,NA,NA
"339","Good Samaritan College of Nursing and Health Science (Cincinnati, OH)","Cincinnati","OH","Private not-for-profit, 4-year or above","Four or more years","No","No",117,0,0.09,0.41,0.54,NA,0.47,Inf,3.7,"GoodSamaritanCollegeofNursingandHealthScience.html",47,18955,31208,0,0,0,0,0,0,0,0,"7371","22","389","7145",1.4,48,86,20.1,41.7,"Temperate Broadleaf & Mixed Forests","No","No","Functional ban","D",0.3125,0.5
"340","Quinnipiac University (Hamden, CT)","Hamden","CT","Private not-for-profit, 4-year or above","Four or more years","No","No",6543,1655,0.1,0.7,0.77,0.84,0.61,24.1,14.6,"QuinnipiacUniversity.html",88,49170,41815,0.0485077661218183,0,0.0189477108237782,0.00162641294624705,8.13206473123526e-05,4.06603236561763e-05,0.000447263560217939,0.000284622265593234,"116104","7581","496307","379167",0.6,43.9,83.1,19.2,46.6,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","A-",1,1
"341","Cottey College (Nevada, MO)","Nevada","MO","Private not-for-profit, 4-year or above","Four or more years","No","No",254,0,0.35,0.46,0.58,0.66,NA,6.5,6,"CotteyCollege.html",15,403658,17630,0.00393700787401575,0,0,0.00131233595800525,0,0,0,0,"55977","5268","246603","8657",19,29.2,90.7,18,42.5,"Temperate Grasslands, Savannas & Shrublands","No","No","Prohibited","F",0.25,0.375
"342","Carolina University (Winston-Salem, NC)","Winston-Salem","NC","Private not-for-profit, 4-year or above","Four or more years","No","No",254,119,0.62,0.29,0.41,0.64,0.3,Inf,10.2,"CarolinaUniversity.html",59,3480,14431,0,0,0.00178731009830206,0,0,0,0,0,"68813","2832","23711702","41914",7.1,105.3,88.5,27.9,44.9,"Temperate Broadleaf & Mixed Forests","No","No","Legal","C-",0.384615384615385,0.384615384615385
"343","Kalamazoo College (Kalamazoo, MI)","Kalamazoo","MI","Private not-for-profit, 4-year or above","Four or more years","No","No",1275,0,0.15,0.76,0.86,0.88,0.34,15,11.1,"KalamazooCollege.html",54,164281,27596,0.014640522875817,0,0.00549019607843137,0,0.000522875816993464,0,0.00496732026143791,0.000261437908496732,"240853","3103","843368","111670",6,80.3,83.3,14.5,36.1,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","C+",0.571428571428571,0.642857142857143
"344","Gustavus Adolphus College (Saint Peter, MN)","Saint Peter","MN","Private not-for-profit, 4-year or above","Four or more years","No","No",2212,0,0.19,0.69,0.78,0.88,0.32,15.3,10.6,"GustavusAdolphusCollege.html",45,87573,26701,0.0198915009041591,0.00180831826401447,0.0191380349608198,0.00105485232067511,0,0,0.00150693188667872,0.00135623869801085,"369450","17234","48088","30890",4.7,12.8,83.7,1.4,29.2,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","C+",0.571428571428571,0.714285714285714
"345","California State University-Los Angeles (Los Angeles, CA)","Los Angeles","CA","Public, 4-year or above","Four or more years","No","No",19729,2448,0.2,0.48,0.52,0.81,0.69,38.3,29,"CaliforniaStateUniversity-LosAngeles.html",18,1743,3859,0.00252513865716734,0,0.00153311989899445,0.00016533645969548,0,7.51529362252183e-05,0.000150305872450437,7.51529362252183e-05,"537753","8393","169550","177884",1.2,7.8,86.9,44.8,16.7,"Mediterranean Forests, Woodlands & Scrub","Yes","Yes","Legal","A",0.792452830188679,0.886792452830189
"346","Elon University (Elon, NC)","Elon","NC","Private not-for-profit, 4-year or above","Four or more years","No","No",6079,705,0.2,0.78,0.85,0.91,0.36,19.1,13.6,"ElonUniversity.html",82,41627,39401,0.0400943396226415,0.00270243710691824,0.012627751572327,0.00270243710691824,4.91352201257862e-05,0.000196540880503145,0.000343946540880503,0.000294811320754717,"195196","481363","1259054","401057",8.9,55.5,88.5,27.1,44.7,"Temperate Broadleaf & Mixed Forests","No","Yes","Legal","C-",0.384615384615385,0.384615384615385
"347","Harding University (Searcy, AR)","Searcy","AR","Private not-for-profit, 4-year or above","Four or more years","No","No",3533,600,0.71,0.61,0.69,0.85,0.26,Inf,11,"HardingUniversity.html",69,30733,19454,0.000241954996370675,0,8.06516654568917e-05,0.000161303330913783,0,0,0,0.000241954996370675,"186860","249115","430601","81892",4.8,18.4,92.8,27.5,51.1,"Temperate Broadleaf & Mixed Forests","No","No","Prohibited","F",0,0
"348","Duquesne University (Pittsburgh, PA)","Pittsburgh","PA","Private not-for-profit, 4-year or above","Four or more years","No","No",5732,3007,0.24,0.74,0.81,0.85,0.52,15.7,11.6,"DuquesneUniversity.html",65,52030,32408,0.032764999809284,0.000839150169737193,0.00728534920090018,0.00125872525460579,0,3.81431895335088e-05,0.00030514551626807,7.62863790670176e-05,"488364","37043","578054","400603",2.8,43.4,84.6,18.3,37.3,"Temperate Broadleaf & Mixed Forests","Yes","Yes","Legal","B-",0.555555555555556,0.666666666666667
